,Excel Name,Customer,Deal Machine ID,PO Number,Item Number,Date,PNs,Descriptions,Quantity,Spare PNs,Spares Description,Workscope,Material,Material - Note,Bought Out,Bought Out - Note,Sub-Con,Sub-Con - Note,Machining,Machining - Note,Fabrication,Fabrication - Note,Test & Assy,Test & Assy - Note,Margin,Total Unit Sell - No Spares,Total Ext Sell - No Spares,Total Unit Sell - Spares,Total Ext Sell - Spares,Total Unit Sell,Total Ext Sell,Unit Cost
3832,Repsol EUK 1482045 Quotation Rev 10.xlsx,Repsol,,UK,18,2018-06-06,A73149-1,"['TOOL-SWE,MS-1,MILL AND FLUSH,10-3/4 HANGER, \n4-1/2 BOX UP. \nINCLUDES 4 1/2 IF PIN X BOX SAVER SUB ']",2,[],[],"TOOL-SWE,MS-1,MILL AND FLUSH,10-3/4 HANGER, 
4-1/2 BOX UP. 
INCLUDES 4 1/2 IF PIN X BOX SAVER SUB ",,,21569.71586971586,,526.7324615384614,,,,,,,,0.1938462587691553,27409.72000888716,54819.44001777432,0.0,0.0,27409.72000888716,54819.44001777432,22096.448331254327
3833,Repsol EUK 1482045 Quotation Rev 10.xlsx,Repsol,,UK,19,2018-06-06,D70438-2,"['BOWL PROTECTOR, SECONDARY, 13-5/8 CWC, L-SLOT \nRUNNING AND RETRIEVAL PROFILE AND TRASH SEALS ']",2,[],[],"BOWL PROTECTOR, SECONDARY, 13-5/8 CWC, L-SLOT 
RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS ",,,7498.544698544697,,183.1144615384615,,,,,,,,0.1938465199539793,9528.780003089038,19057.56000617808,0.0,0.0,9528.780003089038,19057.56000617808,7681.65916008316
3834,Repsol EUK 1482045 Quotation Rev 10.xlsx,Repsol,,UK,20,2018-06-06,A305656-1,"['TOOL-SWE,TUBING HGR RETRIEVAL TOOL, 5-1/2, 5-1/2 \n17 LB/FT VAM TOP HT BOX UP, ARR FOR THREE CONTROL \nLINES AND STATIC GALLERY SEALING ']",2,[],[],"TOOL-SWE,TUBING HGR RETRIEVAL TOOL, 5-1/2, 5-1/2 
17 LB/FT VAM TOP HT BOX UP, ARR FOR THREE CONTROL 
LINES AND STATIC GALLERY SEALING ",,,14712.0445045045,,358.5956,,400,"Comment: Muras-wrozyna, Anna (GE Oil & Gas):
estimated machining added by Muras-wrozyna, Anna (GE Oil & Gas)",,,,,0.194153885973546,19198.00795117645,38396.01590235289,0.0,0.0,19198.00795117645,38396.01590235289,15470.640104504508
3835,Repsol EUK 1482045 Quotation Rev 10.xlsx,Repsol,,UK,21,2018-06-06,A305653-1,"['TOOL-SWE, TUBING HANGER HANDLING TOOL ASSY, 6-4TPI\nSTUB ACME THREAD (BTM) X 5-1/2 17LB/FT VAM TOP HT \nBOX CONNECTION (TOP) ']",2,[],[],"TOOL-SWE, TUBING HANGER HANDLING TOOL ASSY, 6-4TPI
STUB ACME THREAD (BTM) X 5-1/2 17LB/FT VAM TOP HT 
BOX CONNECTION (TOP) ",,,5514.844074844074,,134.6724923076923,,,,,,,,0.1941533931986888,7010.659993440547,14021.31998688109,0.0,0.0,7010.659993440547,14021.31998688109,5649.516567151768
3836,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,1,2017-09-26,TBE,"['Multibowl Casing Spool - 2 stage 13-5/8"" 5,000psi NT-2 Pin Top x SS-137 Hub Btm 2 off 2-1/16"" 5,000psi Studded outlets & 2 off 4-1/16"" 5,000psi studded outlets']",4,[],[],"Multibowl Casing Spool - 2 stage 13-5/8"" 5,000psi NT-2 Pin Top x SS-137 Hub Btm 2 off 2-1/16"" 5,000psi Studded outlets & 2 off 4-1/16"" 5,000psi studded outlets",,,31991.85852519186,,781.2411851851851,,,,,,,,0.3207406883279685,48248.28919857482,192993.1567942993,0.0,0.0,48248.28919857482,192993.1567942993,32773.09971037705
3837,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,2,2017-09-26,TBE,"['B Annulus Equipment 2-1/16"" 5M x B20 Flange Adapter, 2-1/16"" 5M Manual 2200T,  EE, P-U, PSL3']",4,[],[],"B Annulus Equipment 2-1/16"" 5M x B20 Flange Adapter, 2-1/16"" 5M Manual 2200T,  EE, P-U, PSL3",,,3704.864864864864,,90.47279999999999,,,,,,,,0.320741278625704,5587.469907174731,22349.87962869892,0.0,0.0,5587.469907174731,22349.87962869892,3795.337664864864
3838,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,3,2017-09-26,TBE,"['A Annulus Equipment 4-1/16"" 5M x E42 Flange Adapter, Live Side w/ 4-1/16"" 5M 2200T w/ RA-4-18, Off-side  4-1/16"" 5M Manual 2200T EE, P-U, PSL3']",4,[],[],"A Annulus Equipment 4-1/16"" 5M x E42 Flange Adapter, Live Side w/ 4-1/16"" 5M 2200T w/ RA-4-18, Off-side  4-1/16"" 5M Manual 2200T EE, P-U, PSL3",,,21233.31998665332,,518.5176740740741,,,,,,,,0.3207407321877592,32022.8794680796,128091.5178723184,0.0,0.0,32022.8794680796,128091.5178723184,21751.83766072739
3839,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,4,2017-09-26,TBE,"['Tubing Bonnet 13-5/8"" 5M NT-2 Box Btm x F52 Hub top']",4,[],[],"Tubing Bonnet 13-5/8"" 5M NT-2 Box Btm x F52 Hub top",,,6997.997997997997,,170.8911111111111,,,,,,,,0.3207407009045793,10553.98007602696,42215.92030410784,0.0,0.0,10553.98007602696,42215.92030410784,7168.889109109108
3840,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,5,2017-09-26,TBE,"['12-3/4"" x 7-5/8"" CWC-MS Mandrel Casing Hanger (ref A172509-3) MS-T Seal (H71697-1)']",4,[],[],"12-3/4"" x 7-5/8"" CWC-MS Mandrel Casing Hanger (ref A172509-3) MS-T Seal (H71697-1)",,,2600.934267600934,,63.51481481481481,,,,,,,,0.3207406698601037,3922.580028259596,15690.32011303838,0.0,0.0,3922.580028259596,15690.32011303838,2664.4490824157488
3841,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,6,2017-09-26,TBE,"['13-5/8"" x 4-1/2"" MS-NT Mandrel Tubing Hanger (ref A172529-2C32)']",4,[],[],"13-5/8"" x 4-1/2"" MS-NT Mandrel Tubing Hanger (ref A172529-2C32)",,,6273.326659993325,,153.194637037037,,,,,,,,0.3207405289493632,9461.069842854327,37844.27937141731,0.0,0.0,9461.069842854327,37844.27937141731,6426.521297030362
3842,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,7,2017-09-26,D70538-2,"['TOOL-SWE PART,ASSY,SERVICE TOOL, 4-1/2 IFTJ BOX \nTOP,ARR FOR 13-5/8 5M NT2 PIN BTM ']",2,[],[],"TOOL-SWE PART,ASSY,SERVICE TOOL, 4-1/2 IFTJ BOX 
TOP,ARR FOR 13-5/8 5M NT2 PIN BTM ",,,3139.406072739405,,76.66429629629627,,,,,,,,0.224,4144.420578654254,8288.841157308509,0.0,0.0,4144.420578654254,8288.841157308509,3216.0703690357013
3843,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,8,2017-09-26,A70323-15C32,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, \n12-3/4 NOM, 5-1/2 GPDS BOX TOP X PIN BTM, SOLID, \nC/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN, ARR/F\nLOAD SHOULDER AT 30 DEG TO HORIZONTAL, LA 75K ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 
12-3/4 NOM, 5-1/2 GPDS BOX TOP X PIN BTM, SOLID, 
C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN, ARR/F
LOAD SHOULDER AT 30 DEG TO HORIZONTAL, LA 75K ",,,7052.819486152818,,172.2298518518518,,,,,,,,0.224,9310.630590212204,18621.26118042441,0.0,0.0,9310.630590212204,18621.26118042441,7225.04933800467
3844,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,9,2017-09-26,D70437-2C32REF,"['BOWL PROTECTOR,PRIMARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS']",2,[],[],"BOWL PROTECTOR,PRIMARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS",,,8714.18084751418,,212.8002962962963,,,,,,,,0.2237036428799439,11499.44999990499,22998.89999980999,0.0,0.0,11499.44999990499,22998.89999980999,8926.981143810472
3845,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,10,2017-09-26,118894-1C32,"['TOOL-SWE, ASSEMBLY, BOWL PROTECTOR RUNNING AND RETRIEVAL TOOL, 13-3/8, 5-1/2 GPDS BOX TOP, W/ SUB SPACER 5-1/2 GPDS BOX X PIN,W/ JETTING SUB 4-1/2 IF API PIN']",2,[],[],"TOOL-SWE, ASSEMBLY, BOWL PROTECTOR RUNNING AND RETRIEVAL TOOL, 13-3/8, 5-1/2 GPDS BOX TOP, W/ SUB SPACER 5-1/2 GPDS BOX X PIN,W/ JETTING SUB 4-1/2 IF API PIN",,,35093.89389389389,,856.9928888888888,,,,,,,,0.2237037082277642,46310.77999961736,92621.55999923471,0.0,0.0,46310.77999961736,92621.55999923471,35950.886782782785
3846,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,11,2017-09-26,D70450-2C32,"['TOOL-SWE,ASSEMBLY,9-5/8 CASING HANGER RUNNING AND RETRIEVING TOOL, 9-5/8 53.5 LB/FT VAM TOP, 11-4TPI STUB ACME LH RUNNING THREAD']",2,[],[],"TOOL-SWE,ASSEMBLY,9-5/8 CASING HANGER RUNNING AND RETRIEVING TOOL, 9-5/8 53.5 LB/FT VAM TOP, 11-4TPI STUB ACME LH RUNNING THREAD",,,1870.21021021021,,45.67053333333333,,,,,,,,0.2237048104444943,2467.979667168293,4935.959334336585,0.0,0.0,2467.979667168293,4935.959334336585,1915.8807435435438
3847,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,12,2017-09-26,A188955-1C32REF,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, MS SEAL RUNNING AND RETRIEVAL TOOL, ARR/F 12-3/4 X 9-5/8 CSG HGR AND 12.81 BORE X 11.25 OD HGR MS SEAL, C/W 13-3/8 BOWL SIZE HYDRAULIC LOCKING ADAPTER,C/W SUB SPACER NC38 API PIN X 5-1/2 GPDS BOX, C/W MS SEAL ADAPTER SPECIAL 3TPI BUTTRESS THD (6.392 INCHES LG). ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, MS SEAL RUNNING AND RETRIEVAL TOOL, ARR/F 12-3/4 X 9-5/8 CSG HGR AND 12.81 BORE X 11.25 OD HGR MS SEAL, C/W 13-3/8 BOWL SIZE HYDRAULIC LOCKING ADAPTER,C/W SUB SPACER NC38 API PIN X 5-1/2 GPDS BOX, C/W MS SEAL ADAPTER SPECIAL 3TPI BUTTRESS THD (6.392 INCHES LG). ",,,56936.35635635635,,1390.385822222222,,,,,,,,0.2237037113765301,75134.63999937919,150269.2799987584,0.0,0.0,75134.63999937919,150269.2799987584,58326.74217857857
3848,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,13,2017-09-26,A70323-14C321,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 13.625, 5-1/2 GPDS BOX TOP X 5-1/2 GPDS PIN BTM, C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN,SOLID, C/W 0.375 LP BYPASS, LA 75K ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 13.625, 5-1/2 GPDS BOX TOP X 5-1/2 GPDS PIN BTM, C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN,SOLID, C/W 0.375 LP BYPASS, LA 75K ",,,19431.2112112112,,474.5101777777777,,,,,,,,0.2237036402844626,25641.90999978816,51283.81999957631,0.0,0.0,25641.90999978816,51283.81999957631,19905.721388988986
3849,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,14,2017-09-26,A175352-1C32,"['TOOL-SWE, TUBING HGR, RUNNING TOOL, ARR FOR TWO CONTROL LINES AND STATIC GALLERY SEALING,7 29 LB/FT VAM TOP HT BOX UP.']",2,[],[],"TOOL-SWE, TUBING HGR, RUNNING TOOL, ARR FOR TWO CONTROL LINES AND STATIC GALLERY SEALING,7 29 LB/FT VAM TOP HT BOX UP.",,,31553.75375375375,,770.5426666666666,,,,,,,,0.2237036608677736,41639.11999965599,83278.23999931198,0.0,0.0,41639.11999965599,83278.23999931198,32324.296420420415
3850,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,15,2017-09-26,A175350-1C32,"['TOOL-SWE, TUBING HGR, COMUNICATION COLLAR ASSY, 7-4TPI STUB ACME (LH) BOX UP X 6-4TPI STUB ACME (RH) BOX DOWN, STATIC GALLERY SEALING, 5000 PSI MWP ']",2,[],[],"TOOL-SWE, TUBING HGR, COMUNICATION COLLAR ASSY, 7-4TPI STUB ACME (LH) BOX UP X 6-4TPI STUB ACME (RH) BOX DOWN, STATIC GALLERY SEALING, 5000 PSI MWP ",,,19158.89222555889,,467.8601481481481,,,,,,,,0.2237036068802721,25282.54999979114,50565.09999958228,0.0,0.0,25282.54999979114,50565.09999958228,19626.752373707037
3851,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,16,2017-09-26,A70313-9,"['TOOL-SWE, CUP TESTER,RUNNING, 13 3/8 X 13 3/8, 4.500 IF PIN DOWN X 4.500 IF BOX UP']",2,[],[],"TOOL-SWE, CUP TESTER,RUNNING, 13 3/8 X 13 3/8, 4.500 IF PIN DOWN X 4.500 IF BOX UP",,,17314.15415415415,,422.8116444444444,,,,,,,,0.2237036807403501,22848.18999981122,45696.37999962245,0.0,0.0,22848.18999981122,45696.37999962245,17736.96579859859
3852,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,17,2017-09-26,A72517-3C32,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, MILL AND FLUSH TOOL, 5-1/2 GPDS BOX TOP, ARR FOR 9-5/8 CSG HGR CWC-MS SEAL AREA, C/W 48IN LONG SPACER SUB']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, MILL AND FLUSH TOOL, 5-1/2 GPDS BOX TOP, ARR FOR 9-5/8 CSG HGR CWC-MS SEAL AREA, C/W 48IN LONG SPACER SUB",,,20770.83750417083,,507.2238518518517,,,,,,,,0.2237037036972885,27409.71644121492,54819.43288242985,0.0,0.0,27409.71644121492,54819.43288242985,21278.06135602268
3853,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,18,2017-09-26,D70438-2C32REF,"['BOWL PROTECTOR, SECONDARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS']",2,[],[],"BOWL PROTECTOR, SECONDARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS",,,7220.820820820819,,176.3324444444444,,,,,,,,0.2237037036972894,9528.775675596939,19057.55135119388,0.0,0.0,9528.775675596939,19057.55135119388,7397.153265265262
3854,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,19,2017-09-26,A175354-1C32REF,"['TOOL-SWE,TUBING HGR RETRIEVAL TOOL, 5-1/2, 7 29 \nLB/FT VAM TOP HT BOX UP, ARR FOR TWO CONTROL LINES\nAND STATIC GALLERY SEALING. ']",2,[],[],"TOOL-SWE,TUBING HGR RETRIEVAL TOOL, 5-1/2, 7 29 
LB/FT VAM TOP HT BOX UP, ARR FOR TWO CONTROL LINES
AND STATIC GALLERY SEALING. ",,,14140.63396730063,,345.3142814814815,,,,,,,,0.224,18667.4590834821,37334.91816696421,0.0,0.0,18667.4590834821,37334.91816696421,14485.94824878211
3855,Repsol EUK 1482045 FCM Rev 2.xlsx,Repsol,,UK,20,2017-09-26,A206182-1C32REF,"['TOOL-SWE, TUBING HANGER HANDLING TOOL ASSY, \n6.000-4 STUB ACME THREAD (BTM) X 7 29LB/FT VAM TOP\nHT BOX CONNECTION (TOP). ']",2,[],[],"TOOL-SWE, TUBING HANGER HANDLING TOOL ASSY, 
6.000-4 STUB ACME THREAD (BTM) X 7 29LB/FT VAM TOP
HT BOX CONNECTION (TOP). ",,,5310.59059059059,,129.6846222222222,,,,,,,,0.224,7010.663934037129,14021.32786807426,0.0,0.0,7010.663934037129,14021.32786807426,5440.275212812812
3856,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,1,2017-10-09,TBE,"['Multibowl Casing Spool - 2 stage 13-5/8"" 5,000psi NT-2 Pin Top x SS-137 Hub Btm 2 off 2-1/16"" 5,000psi Studded outlets & 2 off 4-1/16"" 5,000psi studded outlets']",4,[],[],"Multibowl Casing Spool - 2 stage 13-5/8"" 5,000psi NT-2 Pin Top x SS-137 Hub Btm 2 off 2-1/16"" 5,000psi Studded outlets & 2 off 4-1/16"" 5,000psi studded outlets",,,33222.31462231462,,811.2889230769231,,,,,,,,0.2946153419047817,48248.29000008875,192993.160000355,0.0,0.0,48248.29000008875,192993.160000355,34033.60354539155
3857,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,2,2017-10-09,TBE,"['B Annulus Equipment 2-1/16"" 5M x B20 Flange Adapter, 2-1/16"" 5M Manual 2200T,  EE, P-U, PSL3']",4,[],[],"B Annulus Equipment 2-1/16"" 5M x B20 Flange Adapter, 2-1/16"" 5M Manual 2200T,  EE, P-U, PSL3",,,3847.359667359667,,93.95252307692307,,,,,,,,0.2946159880921686,5587.47026286666,22349.88105146664,0.0,0.0,5587.47026286666,22349.88105146664,3941.31219043659
3858,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,3,2017-10-09,TBE,"['A Annulus Equipment 4-1/16"" 5M x E42 Flange Adapter, Live Side w/ 4-1/16"" 5M 2200T w/ RA-4-18, Off-side  4-1/16"" 5M Manual 2200T EE, P-U, PSL3']",4,[],[],"A Annulus Equipment 4-1/16"" 5M x E42 Flange Adapter, Live Side w/ 4-1/16"" 5M 2200T w/ RA-4-18, Off-side  4-1/16"" 5M Manual 2200T EE, P-U, PSL3",,,22049.98613998614,,538.4606615384615,,,,,,,,0.294615392537513,32022.88023094674,128091.5209237869,0.0,0.0,32022.88023094674,128091.5209237869,22588.446801524602
3859,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,4,2017-10-09,TBE,"['Tubing Bonnet 13-5/8"" 5M NT-2 Box Btm x F52 Hub top']",4,[],[],"Tubing Bonnet 13-5/8"" 5M NT-2 Box Btm x F52 Hub top",,,7267.151767151767,,177.4638461538461,,,,,,,,0.2946153713512236,10553.98049652202,42215.92198608808,0.0,0.0,10553.98049652202,42215.92198608808,7444.615613305613
3860,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,5,2017-10-09,TBE,"['12-3/4"" x 7-5/8"" CWC-MS Mandrel Casing Hanger (ref A172509-3) MS-T Seal (H71697-1)']",4,[],[],"12-3/4"" x 7-5/8"" CWC-MS Mandrel Casing Hanger (ref A172509-3) MS-T Seal (H71697-1)",,,2700.970200970201,,65.9576923076923,,,,,,,,0.2946153391122325,3922.580184541516,15690.32073816606,0.0,0.0,3922.580184541516,15690.32073816606,2766.927893277894
3861,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,6,2017-10-09,TBE,"['13-5/8"" x 4-1/2"" MS-NT Mandrel Tubing Hanger (ref A172529-2C32)']",4,[],[],"13-5/8"" x 4-1/2"" MS-NT Mandrel Tubing Hanger (ref A172529-2C32)",,,6514.608454608453,,159.0867384615385,,,,,,,,0.2946152095798229,9461.07044510368,37844.28178041472,0.0,0.0,9461.07044510368,37844.28178041472,6673.695193069991
3862,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,7,2017-10-09,D70533-1,"['CASING BONNET, WELDLESS, 13-3/8 X 9-5/8, 5M, ARR \nFOR 1.125 CSG CUT OFF HEIGHT BELOW TUBING HEAD. ']",4,[],[],"CASING BONNET, WELDLESS, 13-3/8 X 9-5/8, 5M, ARR 
FOR 1.125 CSG CUT OFF HEIGHT BELOW TUBING HEAD. ",,,1267.567567567567,,30.95399999999999,,,,,,,,0.295,1841.874563925627,7367.49825570251,0.0,0.0,1841.874563925627,7367.49825570251,1298.5215675675672
3863,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,8,2017-10-09,D70538-2,"['TOOL-SWE PART,ASSY,SERVICE TOOL, 4-1/2 IFTJ BOX \nTOP,ARR FOR 13-5/8 5M NT2 PIN BTM ']",2,[],[],"TOOL-SWE PART,ASSY,SERVICE TOOL, 4-1/2 IFTJ BOX 
TOP,ARR FOR 13-5/8 5M NT2 PIN BTM ",,,3260.152460152459,,79.61292307692305,,,,,,,,0.1941537338946236,4144.420001311588,8288.840002623176,0.0,0.0,4144.420001311588,8288.840002623176,3339.7653832293827
3864,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,9,2017-10-09,A70323-15C32,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, \n12-3/4 NOM, 5-1/2 GPDS BOX TOP X PIN BTM, SOLID, \nC/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN, ARR/F\nLOAD SHOULDER AT 30 DEG TO HORIZONTAL, LA 75K ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 
12-3/4 NOM, 5-1/2 GPDS BOX TOP X PIN BTM, SOLID, 
C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN, ARR/F
LOAD SHOULDER AT 30 DEG TO HORIZONTAL, LA 75K ",,,7324.081774081773,,178.8540769230769,,,,,,,,0.194153795325291,9310.630002946422,18621.26000589284,0.0,0.0,9310.630002946422,18621.26000589284,7502.935851004849
3865,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,10,2017-10-09,D70437-2C32REF,"['BOWL PROTECTOR,PRIMARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS']",2,[],[],"BOWL PROTECTOR,PRIMARY, 13-5/8 CWC, L-SLOT RUNNING AND RETRIEVAL PROFILE AND TRASH SEALS",,,9049.341649341648,,220.9849230769231,,,,,,,,0.19384609095108,11499.45000372878,22998.90000745755,0.0,0.0,11499.45000372878,22998.90000745755,9270.326572418575
3866,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,11,2017-10-09,118894-1C32,"['TOOL-SWE, ASSEMBLY, BOWL PROTECTOR RUNNING AND RETRIEVAL TOOL, 13-3/8, 5-1/2 GPDS BOX TOP, W/ SUB SPACER 5-1/2 GPDS BOX X PIN,W/ JETTING SUB 4-1/2 IF API PIN']",2,[],[],"TOOL-SWE, ASSEMBLY, BOWL PROTECTOR RUNNING AND RETRIEVAL TOOL, 13-3/8, 5-1/2 GPDS BOX TOP, W/ SUB SPACER 5-1/2 GPDS BOX X PIN,W/ JETTING SUB 4-1/2 IF API PIN",,,36443.65904365904,,889.9541538461538,,,,,,,,0.193846158812277,46310.78001501651,92621.56003003303,0.0,0.0,46310.78001501651,92621.56003003303,37333.6131975052
3867,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,12,2017-10-09,D70450-2C32,"['TOOL-SWE,ASSEMBLY,9-5/8 CASING HANGER RUNNING AND RETRIEVING TOOL, 9-5/8 53.5 LB/FT VAM TOP, 11-4TPI STUB ACME LH RUNNING THREAD']",2,[],[],"TOOL-SWE,ASSEMBLY,9-5/8 CASING HANGER RUNNING AND RETRIEVING TOOL, 9-5/8 53.5 LB/FT VAM TOP, 11-4TPI STUB ACME LH RUNNING THREAD",,,1942.141372141372,,47.42709230769231,,,,,,,,0.1938474121329836,2467.980000800128,4935.960001600256,0.0,0.0,2467.980000800128,4935.960001600256,1989.5684644490643
3868,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,13,2017-10-09,A188955-1C32REF,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, MS SEAL RUNNING AND RETRIEVAL TOOL, ARR/F 12-3/4 X 9-5/8 CSG HGR AND 12.81 BORE X 11.25 OD HGR MS SEAL, C/W 13-3/8 BOWL SIZE HYDRAULIC LOCKING ADAPTER,C/W SUB SPACER NC38 API PIN X 5-1/2 GPDS BOX, C/W MS SEAL ADAPTER SPECIAL 3TPI BUTTRESS THD (6.392 INCHES LG). ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, MS SEAL RUNNING AND RETRIEVAL TOOL, ARR/F 12-3/4 X 9-5/8 CSG HGR AND 12.81 BORE X 11.25 OD HGR MS SEAL, C/W 13-3/8 BOWL SIZE HYDRAULIC LOCKING ADAPTER,C/W SUB SPACER NC38 API PIN X 5-1/2 GPDS BOX, C/W MS SEAL ADAPTER SPECIAL 3TPI BUTTRESS THD (6.392 INCHES LG). ",,,59126.21621621621,,1443.8622,,,,,,,,0.1938461620821493,75134.64002436279,150269.2800487256,0.0,0.0,75134.64002436279,150269.2800487256,60570.078416216216
3869,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,14,2017-10-09,A70323-14C321,"['TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 13.625, 5-1/2 GPDS BOX TOP X 5-1/2 GPDS PIN BTM, C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN,SOLID, C/W 0.375 LP BYPASS, LA 75K ']",2,[],[],"TOOL-SWE, SERVICE TOOL, ASSEMBLY, TEST PLUG, 13.625, 5-1/2 GPDS BOX TOP X 5-1/2 GPDS PIN BTM, C/W SUB SPACER 5-1/2 GPDS BOX UP X PIN DOWN,SOLID, C/W 0.375 LP BYPASS, LA 75K ",,,20178.56548856548,,492.7605692307691,,,,,,,,0.1938460882557723,25641.91000831457,51283.82001662914,0.0,0.0,25641.91000831457,51283.82001662914,20671.326057796254
3870,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,15,2017-10-09,A175352-1C32,"['TOOL-SWE, TUBING HGR, RUNNING TOOL, ARR FOR TWO CONTROL LINES AND STATIC GALLERY SEALING,7 29 LB/FT VAM TOP HT BOX UP.']",2,[],[],"TOOL-SWE, TUBING HGR, RUNNING TOOL, ARR FOR TWO CONTROL LINES AND STATIC GALLERY SEALING,7 29 LB/FT VAM TOP HT BOX UP.",,,32767.35966735967,,800.1789230769231,,,,,,,,0.1938461096307487,41639.12001350175,83278.2400270035,0.0,0.0,41639.12001350175,83278.2400270035,33567.53859043659
3871,Repsol EUK 1482045 Quotation Rev3.xlsx,Repsol,,UK,16,2017-10-09,A175350-1C32,"['TOOL-SWE, TUBING HGR, COMUNICATION COLLAR ASSY, 7-4TPI STUB ACME (LH) BOX UP X 6-4TPI STUB ACME (RH) BOX DOWN, STATIC GALLERY SEALING, 5000 PSI MWP ']",2,[],[],"TOOL-SWE, TUBING HGR, COMUNICATION COLLAR ASSY, 7-4TPI STUB ACME (LH) BOX UP X 6-4TPI STUB ACME (RH) BOX DOWN, STATIC GALLERY SEALING, 5000 PSI MWP ",,,19895.77269577269,,485.8547692307692,,,,,,,,0.1938460535668056,25282.55000819806,50565.10001639613,0.0,0.0,25282.55000819806,50565.10001639613,20381.627465003457
